"ID";"Active (0/1)";"Name *";"Parent category";"Catégorie racine (0/1)";"Description";"Meta title";"Meta keywords";"Meta description";"URL rewritten"
"52";"1";"Diffuseurs floraux";"50";"0";"<p><strong>Parfum floral</strong> : une senteur féminine, subtile et délicate. Enveloppez-vous dans le sillage d’un ballet de pétales soyeux avec notre sélection de <strong>diffuseurs d'ambiance</strong>. <strong>Roses</strong>, <strong>lys</strong> et <strong>pivoines</strong> vous entrainent dans une nouvelle romance… Découvrez tous nos <strong>diffuseurs de parfum floraux</strong> et évadez dans une ambiance d’une <strong>extrême douceur</strong>.</p>";"Diffuseurs de parfum floraux";"diffuseur de parfum,diffuseur d'ambiance,diffuseur de parfum,parfum floral,parfum d'ambiance,parfum d'intérieur";"Senteur rose, lys ou pivoine, craquez pour un parfum floral. Bougies la Française vous propose un large choix de parfums d’ambiance et diffuseurs floraux.";"diffuseurs-floraux"
"53";"1";"Diffuseurs boisés";"50";"0";"<p>Elégantes et sophistiquées, nos <strong>senteurs boisées</strong> vous entrainent dans un univers de voyages aux horizons lointains… Au <strong>parfum de cèdre</strong>,<strong> santal </strong>et<strong> patchouli</strong>, nos <strong>diffuseurs de parfum</strong> tirent leur caractère de <strong>bois précieux</strong> pour vous dévoiler un sillage envoûtant.</p>";"Diffuseurs de parfum boisés";"diffuseur de parfum,diffuseur d'ambiance,diffuseur d'intérieur,parfum boisé,parfum d'ambiance,parfum d'intérieur";"Un parfum d’ambiance cèdre, santal et patchouli pour une ambiance élégante et sophistiquée. Découvrez tous les diffuseurs de parfum boisés, Bougies la Française.";"diffuseurs-boises"
"54";"1";"Diffuseurs orientaux";"50";"0";"<p>Aux portes de l’Orient, nos <strong>parfums d’ambiance</strong> se parent d’un voile aux reflets d'ambre… Autour de notes <strong>florales</strong>, <strong>boisées</strong>, <strong>musquées</strong> et <strong>vanillées</strong>, nos <strong>diffuseurs de parfum orientaux</strong> puisent dans la richesse des matières rares et dévoilent des effluves aussi précieux qu’envoûtants.</p>";"Diffuseurs de parfum orientaux";"diffuseur de parfum,diffuseur d'ambiance,diffuseur d'intérieur,parfum oriental,parfum d'ambiance,parfum d'intérieur";"Aux portes de l’orient, nos parfums d’ambiance se parent de reflets dorés. Aussi précieux qu’envoûtant, découvrez tous nos diffuseurs de parfum orientaux.";"diffuseurs-orientaux"
"55";"1";"Diffuseurs épicés";"50";"0";"<p><strong>Un parfum aux mille facettes</strong>… Nous avons ajouté une pincée de poivre, quelques clous de girofles, une touche de cardamome et une note de cannelle dans nos plus beaux <strong>parfums d'ambiance</strong>. Laissez-vous charmer par nos <strong>diffuseurs de parfum épicés</strong> !</p>";"Diffuseurs de parfum épicés";"diffuseur de parfum,diffuseur d'ambiance,diffuseur d'intérieur,parfum épicé,parfum d'ambiance,parfum d'intérieur";"Nos diffuseurs de parfum épicés s’agrémentent de poivre, clous de girofles et cannelle. Découvrez tous nos parfums d’ambiance de caractère, Bougies la Française.";"diffuseurs-epices"
"56";"1";"Diffuseurs gourmands";"50";"0";"<p>Comme un <strong>parfum d’addiction</strong>… Succombez à la tentation ! Nos <strong>diffuseurs de parfum gourmands</strong> éveillent vos papilles. Les effluves prennent le délicieux goût de <strong>mûre</strong>, <strong>fleurs d'oranger</strong> ou <strong>vanille</strong>. Savourez ses <strong>parfums d'intérieur</strong> sans complexe et plongez dans une <strong>ambiance de délices</strong>.</p>";"Diffuseurs de parfum gourmands";"diffuseur de parfum,diffuseur d'ambiance,diffuseur d'intérieur,parfum gourmand,parfum d'ambiance,parfum d'intérieur";"Nos diffuseurs de parfum gourmands éveillent vos papilles. Les effluves prennent le délicieux goût de mûre, fleurs d'oranger ou vanille.";"diffuseurs-gourmands"
"57";"1";"Cierges";"37";"0";"<p><strong>Cinq générations de ciriers</strong> se sont illustrées par leurs « savoir-faire » reconnus… Bougies la Française fait revivre les traditionnelles <strong>Cierges</strong>, symbole de tout un héritage… Illuminez votre espace de lueurs de sérénités…</p>";"Cierges, bougies de tradition";"cierge,bougie classique,bougie artisanale";"Bougies la Française fait revivre les traditionnelles Cierges, symbole de tout un héritage… Illuminez votre espace de lueurs de sérénités.";"cierges"
"58";"1";"Diffuseurs poudrés";"50";"0";"<p>Une « facette olfactive » <strong>subtilement rétro</strong>… Transformez votre intérieur en une douce <strong>alcôve aux notes veloutées</strong>… Une nostalgie modernisée au travers des accords iris-violette, poudre de riz… Des <strong>diffuseurs de parfum</strong> qui sont de grands classiques de la marque <strong>Bougies la Française</strong>.</p>";"Diffuseurs de parfum poudrés";"diffuseur de parfum,diffuseur d'ambiance,diffuseur d'intérieur,parfum poudré,parfum d'ambiance,parfum d'intérieur";"Une nostalgie modernisée au travers des accords iris-violette, poudre de riz…. Des Diffuseurs de parfum qui sont de grands classiques de la marque Bougies la Française.";"diffuseurs-poudres"
"59";"1";"Vaporisateurs";"5";"0";"<p>Ravivez vos sens, sublimez votre intérieur… En quelques pulvérisations, nos <strong>vaporisateurs d’ambiance</strong> libèrent votre fragrance préférée. Un simple geste suffit pour accueillir vos invités dans une <strong>ambiance parfumée</strong> !</p>";"Vaporisateurs d’ambiance, parfum dintérieur";"vaporisateur d'ambiance,vaporisateur de parfum,vaporisateur d'intérieur,parfum d'ambiance,parfum d'intérieur";"Aux senteurs florales, fruitées, orientales ou boisées. Découvrez nos vaporisateurs d’ambiance et évadez-vous dans un instant de plaisirs olfactifs.";"vaporisateurs"
"60";"1";"Recharges fruitées";"62";"0";"<p>Succulences sucrées, fraîches ou acidulée, passionnément, <strong>le fruit est au cœur de vos envies</strong>… nos <strong>recharges parfumées</strong> combleront vos addictions… Succombez à ces <strong>effluves fruités</strong>, véritable farandole gourmande…</p>";"Recharges de diffuseur fruitées";"recharge diffuseur,recharge parfumée,diffuseur de parfum,parfum fruité,parfum d'ambiance,parfum d'intérieur";"Succulences sucrées, fraîches ou acidulée, passionnément, le fruit est au cœur de vos envies… nos recharges parfumées combleront vos addictions.";"recharges-fruitees"
"61";"1";"Recharges florales";"62";"0";"<p>Evadez-vous dans un <strong>univers parfumé</strong> léger, romantique, et résolument féminin ! Au gré de vos envies, nos <strong>recharges de parfum d'ambiance florales</strong> enveloppent votre habitat d’un voile de pétales. Eveillez vos sens, libérez vos émotions…</p>";"Recharges de diffuseur florales";"recharge diffuseur,recharge de parfum,parfum floral,parfum d'ambiance,parfum d'intérieur";"Au gré de vos envies, nos recharges de parfum d'ambiance florales enveloppent votre habitat d’un voile de pétales. Eveillez vos sens, libérez vos émotions…";"recharges-florales"
"62";"1";"Recharges";"5";"0";"<p>Florales, orientales, fruitées ou boisées… Découvrez toutes nos <strong>recharges de diffuseurs de parfum</strong> et nos <strong>tiges en rotin</strong>. Indispensables pour renouveler vos instants de plaisirs olfactifs, ces <strong>recharges de parfum d'ambiance </strong>vous permettent de parfumer votre intérieur eau gré de vos envies !</p>";"Tiges et recharges de diffuseurs";"recharge parfum,tige,recharge diffuseur,parfum d'ambiance,parfum d'intérieur";"Bougies la Française vous propose de découvrir toutes ses recharges de diffuseurs de parfum et tiges en rotin pour parfumer votre intérieur eau gré de vos envies !";"recharges"
"63";"0";"Tiges";"62";"0";"<p>Disposées dans votre diffuseur de parfum, les <strong>tiges en rotin</strong> révèlent de nouvelles senteurs. Au gré de vos envies, cette <strong>recharge de bâtonnets </strong>vous permet de doser la diffusion de votre parfum d’ambiance. Après une première utilisation, retournez les tiges pour renouveler la capillarité... Pour une ambiance olfactive plus intense, <strong>n’oubliez pas de remplacer vos tiges !</strong></p>";"Tiges en rotin pour diffuseur";"tiges pour diffuseur parfum,recharge diffuseur,tige en rotin";"Au gré de vos envies, cette recharge de bâtonnets vous permet de doser la diffusion de votre parfum d’ambiance. Renouvelez les tiges pour une senteur plus dense.";"tiges"
"64";"1";"Recharges diffuseurs";"62";"0";"<p>Vous avez déjà un diffuseur d’ambiance, une fragrance en égérie, alors pensez a nos <strong>recharges de parfum</strong>. Des <strong>senteurs florales</strong>, <strong>fruitées</strong>, <strong>orientales</strong> ou <strong>boisées</strong>… Trouvez celle que vous préférez et plongez votre intérieur dans un univers olfactif qui vous ressemble.</p>";"Recharges de diffuseurs de parfum";"recharge diffuseur,diffuseur de parfum,parfum d'ambiance,parfum d'intérieur";"Aux senteurs florales, fruitées, orientales ou boisées. Découvrez nos recharges de parfum. Parfumez votre ambiance et prolongez vos instants de plaisirs olfactifs.";"recharges-diffuseurs"
"65";"1";"Bougies de couleur";"6";"0";"<p>Parce que les couleurs égaient nos vies et embellissent nos intérieurs. Nos <strong>bougies colorées</strong> sont le détail déco d’un habitat plein de vitalité ! Des <strong>bougies dragées</strong> pour une touche sucrée, aux <strong>bougies acidulées</strong> pleines de tonicité, ou encore en tonalité naturelle de l'ivoire au taupe… Choisissez parmi notre palette de <strong>bougies déco</strong> et créez une ambiance qui vous ressemble !</p>
<p><a href=""/content/50-colorama"">Découvrir l'ambiance</a></p>";"Colorama, bougies décoratives";"Colorama, bougies décoratives,bougies artisanales,bougies colorées,bougies d'ambiance";"Des bougies couleur dragée aux bougies acidulées, choisissez parmi notre palette de bougies décoratives et créez une ambiance qui vous ressemble !";"bougies-couleurs"
"66";"1";"Bougies de table";"65";"0";"<p>Intemporelles, délicates, élégantes, nos <strong>bougies classiques</strong> et <strong>flambeaux</strong> se parent en camaïeux et illuminent votre table de jolies tonalités. <strong>Festif,</strong> <strong>vitaminé</strong> ou <strong>romantique,</strong> choisissez le thème de votre dîner. Colorez votre soirée, tamisez votre ambiance, attisez les sentiments avec ces <strong>bougies déco</strong>…</p>";"Bougies de table, chandelles et flambeaux";"Bougies de table, chandelles et flambeaux,bougie déco,bougie artisanale,bougie colorée,bougie d'ambiance";"Pour une décoration de table festive ou romantique, les bougies flambeaux et chandelles s’habillent de couleur. Découvrez nos bougies de table et illuminez votre dîner.";"bougies-de-table"
"67";"1";"Bougies d'ambiance";"65";"0";"<p>Faites de votre soirée un instant d’exception… Pièces maitresses de votre décoration, nos <strong>bougies d’ambiance</strong> ornent votre console ou table de salon. <strong>Rondes</strong> ou <strong>cylindriques</strong>, au <strong>coloris classique</strong> ou <strong>pétillant</strong>, découvrez notre large gamme de <strong>bougies déco</strong> et composez votre assortiment déco !</p>";"Bougies d’ambiance, rondes et cylindriques";"Bougies d’ambiance, rondes et cylindriques,bougies déco,bougies colorées,bougies d'ambiance,bougies artisanales";"Bougies la Française vous propose une large gamme de bougies d’ambiance. Découvrez touts nos bougies rondes et cylindriques et composez votre déco.";"bougies-d-ambiance"
"68";"1";"Bougies déco";"65";"0";"<p>Un design exclusif pour des <strong>bougies uniques</strong> ! Nos <strong>bougies fantaisies</strong> misent sur la créativité, les idées pop, couleurs flash et formes figuratives… Composer, compléter, assortir, un jeu d’enfant pour faire de la bougie non parfumée un <strong>accessoire déco ultra tendance</strong>.</p>";"Fantaisies, bougies décoratives";"Fantaisies, bougies décoratives,bougies colorées,bougies originales";"Bougies la Française vous propose des bougies décoratives au design unique. Découvrez toutes nos bougies colorées fantaisies et personnalisez votre déco.";"bougies-deco"
"69";"1";"Bougies recharges";"6";"0";"<p>Classiques ou colorées, nos <strong>bougies votives</strong> et <strong>bougies chauffe-plat</strong> illumineront votre intérieur en toute simplicité. Déposées dans une lanterne ou un photophore pour une ambiance lumineuse du plus bel effet, ces <strong>petites bougies</strong> restent un basic à avoir toujours à portée de main !</p>";"Bougies recharges, votives et chauffe-plats";"Bougies recharges, votives et chauffe-plats";"Pour une ambiance tamisée, découvrez nos bougies votives et chauffe-plat. Classiques ou colorées, nos petites bougies illuminent votre soirée en toute simplicité.";"bougies-recharges"
"70";"1";"Bougies chauffe-plat";"69";"0";"<p>Parsemées dans toutes les pièces de votre maison, les <strong>bougies chauffe-plat</strong> donnent le ton. Pour une ambiance romantique, zen ou tout simplement tamisée, ces <strong>petites bougies</strong> s’allument tout au long de l’année. Agrémentez vos verrines, photophores ou lanternes de <strong>bougies chauffe-plat</strong> et illuminez vos plus belles soirées !</p>";"Bougies chauffe-plat";"Bougies chauffe-plat";"Pour une ambiance tamisée, nos petites bougies s’allument tout au long de l’année. Agrémentez vos photophores de bougies chauffe-plat et illuminez vos soirées !";"bougies-chauffe-plat"
"71";"1";"Bougies votives";"69";"0";"<p>Disposées dans une entrée, le long d’un couloir ou dans les escaliers, les <strong>bougies votives</strong>, dans des verrines (mini-verre), constellent votre décor ! Ces <strong>petites bougies</strong> <strong><span style=""color: #888888;"">déco</span></strong> s’adaptent à tous les recoins de votre maison pour semer de jolies notes colorées au gré de votre espace. Multipliez les sources de lumière et faites scintiller toutes vos soirées.</p>";"Bougies votives colorées";"Bougies votives colorées,bougies déco";"Les bougies votives s’adaptent à tous les recoins de votre déco pour semer de jolies notes colorées. Ces petites bougies déco font scintiller toutes vos soirées !";"bougies-votives"
"72";"1";"Accessoires";"6";"0";"<p><strong>Toutes bougies a besoin de son écrin</strong>, de son support, pour en sublimer l'esthétique, mais aussi pour votre tranquillité (sécurité)… Nous vous proposons une sélection de <strong>bougeoirs</strong> et <strong>photophores</strong> dans différents choix de matériaux… Connaissez-vous ces <strong>petits ustensiles</strong>, accessoires magiques qui vous faciliterons la vie : le Taille-Bougies, la Colle a Bougies, La mèche ""rat de cave"" en allume tout !!! Adoptez-les vite !</p>";"Accessoires pour bougies";"accessoire bougie,photophore,verre sur pied,cloche parfumeur,bougeoir,bonbonnière";"Découvrez toute notre sélection de bougeoirs, photophores et petits accessoires... Signés Bougies la Française.";"accessoires"
"73";"1";"Photophores, bougeoirs et lanternes";"72";"0";"<p>Quelques <strong>verreries</strong>, <strong>photophore</strong> et <strong>lanternes</strong> qui outre leur fonction protectrice, donneront une touche résolument déco a votre intérieur… Et côté pratique, en emprisonnant la flamme vous la mettez à l'abri des courant d'air !</p>";"Verreries, photophore et lanternes";"photophore,bougeoir,lanterne,verrerie,bonbonnière";"Découvrez notre sélection de verreries, photophore et lanternes qui outre leur fonction protectrice, donneront une touche résolument déco a votre intérieur.";"photophores-bougeoirs-et-lanternes"
"74";"1";"Petites verreries";"72";"0";"<p>Chics et classiques, nos petites verreries deviendront vos accessoires fétiches. Déposez vos <strong>bougies flambeaux</strong> et <strong>chandelles classiques</strong> sur ce <strong>bougeoir en verre</strong>… Tandis que cette <strong>bobèche</strong> protège vos plus belles nappes. Dans un jeu de transparence nos verreries se font discrètes pour sublimer toujours plus vos bougies.</p>";"Petites verreries, bougeoirs, bobèches";"Petites verreries, bougeoirs, bobèches";"Chics et classiques, nos petites verreries deviendront vos accessoires fétiches ! Dans un jeu de transparence nos verreries se font discrètes pour sublimer toujours plus vos bougies.";"petites-verreries"
"75";"0";"Verreries de couleur";"72";"0";"<p>Rehaussez votre intérieur de touches de couleurs ! Nos <strong>photophores en verre</strong> épais se parent d’éclats transparents aux reflets teintés, roses, bleus ou verts... Nos <strong>photophores</strong> deviennent de véritables écrins pour vos bougies chauffe-plats.</p>";"Photophores colorés";"Photophores colorés";"Des éclats transparents aux reflets colorés. Roses, bleus ou verts, les photophores de Bougies la française deviennent de véritables écrins pour vos bougies chauffe-plats.";"verreries-colorees"
"76";"1";"Petits accessoires";"72";"0";"<p>Pratiques et astucieux, nos <strong>accessoires pour bougies</strong> deviendront très vite indispensables à la création de votre ambiance lumineuse. <strong>Colle à bougie</strong>, <strong>taille bougie</strong>, <strong>allume bougie</strong>, <strong>pince à chauffe-plat</strong>… Entre passion et tradition, Bougies la Française vous dévoile ses petits secrets astucieux !</p>";"Petits accessoires pour bougies";"Petits accessoires pour bougies";"Colle à bougie, taille bougie, allume bougie… Pratiques et astucieux, nos accessoires pour bougies deviendront indispensables à la création de votre ambiance lumineuse.";"petits-accessoires"
"77";"1";"Bougies parfumées";"7";"0";"<p><strong>Offres spéciales bougies parfumées : </strong>Profitez de nos petits prix sur nos bougies de qualité ! Des <strong>prix préférentiels</strong> pour faire le plein d’inspiration.</p>
<p>Livraison offerte dès 45€ d’achat.</p>";"Offres spéciales bougies parfumées et décoratives";"Offres spéciales, bougies et parfums d’ambiance";"Offres spéciales bougies proposées par Bougies la Française sur les gammes de bougies décoratives et bougies parfumées";"bougies-parfumees"
"78";"0";"Dernière collection";"9";"0";"<p>Il n'y a <strong>pas de Noël sans bougies</strong>, ni de fêtes sans le scintillement des flammes… Vos tables resplendissent de mille éclats, et se parent d'originalités ! <strong>Un chemin de table version bestiaire</strong> : Chevaux ou Hiboux… <strong>Un village en miniature</strong>… Ou sinon… L'<strong>Or étincelant</strong> des <strong>bougies pliages</strong>, <strong>bougies origamis</strong>… Toute la force créative de Bougies la Française est a découvrir !</p>
<p><a href=""/content/58-bougies-parfumees-et-decoratives-mixed-indigo"">Découvrir l'ambiance</a></p>";"Toute la collection de Noël";;"Un chemin de table version bestiaire : Chevaux ou Hiboux ... Un village en Miniature... Ou sinon... l'Or étincelant des bougies pliages,  bougies origamis..... Toute la force créative de Bougies la Francaise est a découvrir !";"derniere-collection"
"79";"1";"Photophores, bougeoirs et lanternes";"7";"0";"<p>Quelques <strong>verreries</strong>, <strong>photophore</strong> et <strong>lanternes</strong> qui outre leur fonction protectrice, donneront une touche résolument déco à votre intérieur… et ces accessoires sont à petits prix ! La livraison est offerte à partir de 45€ d'achat.</p>";"Offres spéciales accessoires : photophores, lanternes, bougeoirs";"Bougies déco, Noël scandinave";"Offres spéciales accessoires : photophores, lanternes, bougeoirs";"photophores-bougeoirs-et-lanternes"
"80";"0";"Noël Gourmand";"165";"0";"<p>Cette année, placez Noël sous le signe de la <strong>gourmandise</strong>... En forme de bonbonnières ou de gâteaux, nos <strong>bougies de Noël</strong> s’invitent à votre décoration de fêtes. Succombez aux délices de nos <strong>bougies parfumées</strong> et émerveillez vos invités !</p>
<p><a href=""/content/64-bougies-noel-gourmand"">Découvrir l'ambiance</a></p>";"Bougies parfumées, Noël gourmand";"Bougies parfumées, Noël gourmand,bougie gourmande,bougie caramel,bougie gâteau,bougie chocolat,bougie marron glacé,bougie pomme d'amour,bougie orange confite,bougie pain d'épices";"Découvrez notre collection de bougies parfumées gourmandes. Une bougie gâteau, des senteurs traditionnelles… Signées Bougies la Française, Noël se place sous le signe de la gourmandise !";"noel-gourmand"
"81";"0";"Noël Étincelant";"165";"0";"<p>Il y a toujours de la magie dans le <strong>scintillement des flammes</strong>, une féérie incontournable a créer pour les fêtes… Illuminez votre espace, avec une <strong>collection aux multiples reflets</strong>, qui joue de ses angles et facettes pour piéger la lumière… Inspirée des <strong>décorations éphémères</strong>, des <strong>boules de papier pliées</strong>, d'un « <strong>art origami</strong> » sublimé, cette fin d'année est placée sous le signe de l'éclat.</p>
<p><a href=""/content/62-bougies-noel-etincelant"">Découvrir l'ambiance</a></p>";"Bougies Noël étincelant";"bougie déco,bougie papier plié,bougie cylindrique,bougie or,bougie blanc paillettes,photophore,bougie étoile,bougie diamant";"Illuminez votre espace, avec une collection aux multiples reflets. Inspirée des décorations éphémères, des boules de papier pliées, d'un « art origami » sublimé, cette fin d'année est placée sous le signe de l'éclat.";"noel-etincelant"
"82";"0";"Parfums d'hiver";"9";"0";"<p>Pour la douceur d’un d’hiver douillet, nos <strong>bougies parfumées</strong> révèlent les notes chaleureuses d’un <strong>feu de bois</strong>, l’odeur aromatique du <strong>sapin</strong>, l’onctuosité gourmande d’un <strong>chocolat chaud</strong>... Pour peu que l’on ferme les yeux, notre mémoire olfactive nous replonge dans les souvenirs de nos plus beaux Noëls d’enfant.</p>
<p><a href=""/content/65-bougies-parfum-hiver"">Découvrir l'ambiance</a></p>";"Bougies parfumées senteur parfums d’hiver";"Bougies parfumées senteur parfums d’hiver";"Un feu de bois, un parfum de sapin, une senteur gourmande de chocolat. Redécouvrez nos plus beaux parfums d’hiver avec les bougies parfumées, Bougies la Française.";"parfums-d-hiver"
"83";"1";"Recharges boisées";"62";"0";"<p>Les volutes de <strong>bois divin</strong>, sont assurément des notes parfumées plusieurs fois millénaires... <strong>Cèdre</strong>, <strong>santal</strong> et <strong>patchouli</strong>... Perpétuez ces ancestrales traditions au travers de nos <strong>recharges diffuseurs de parfum boisées</strong>... Votre intérieur resplendira de toute sa sérénité...</p>";"Recharges de diffuseur boisées";"recharge diffuseur,diffuseur de parfum,parfum boisé,parfum d'ambiance,parfum d'intérieur";"Cèdre, santal et patchouli... Perpétuez ces ancestrales traditions au travers de nos recharges diffuseurs de parfum boisées !";"recharges-boisees"
"84";"1";"Recharges orientales";"62";"0";"<p>Par l'opulence de ses effluves, nos <strong>recharges parfums d’ambiance orientales</strong> diffuseront toute leur sensualité... Les accords <strong>floraux</strong>, <strong>boisées</strong>, <strong>musquées</strong> et <strong>vanillées</strong> composent leurs notes majeures... En complément de vos achats, nos <strong>diffuseurs d'ambiance orientaux</strong> vous replongerons dans vos envies de mille et une nuits...</p>";"Recharges de diffuseurs orientales";"recharge diffuseur,diffuseur de parfum,parfum d'ambiance,parfum d'intérieur,parfum oriental";"Nos recharges parfums d’ambiance orientales diffuseront toute leur sensualité et vous replongerons dans vos envies de mille et une nuits. ";"recharges-orientales"
"85";"1";"Recharges épicées";"62";"0";"<p>Nos <strong>parfums d'ambiance épicés</strong> se parent de senteurs précieuses… Empreints de volupté, nos <strong>recharges de parfums d’intérieur</strong> s’enroulent de poivre et de cannelle pour composer un univers olfactif de caractère. Succombez à nos <strong>senteurs d’évasion</strong>, faites jaillir vos émotions et évadez-vous dans un voyage sensoriel unique…</p>";"Recharges de diffuseur épicées";"recharge diffuseur,diffuseur de parfum,parfum épicé,parfum d'ambiance,parfum d'intérieur";"Empreints de volupté, nos recharges de parfums épicées s’enroulent de poivre et de cannelle pour composer un univers olfactif de caractère.";"recharges-epicees"
"86";"1";"Recharges gourmandes";"62";"0";"<p>Ces malicieuses fragrances, diffuse une trainée de tentations... Nos <strong>recharges pour diffuseurs de parfum</strong>, comblent vos addictions chéries... Au cœur du goût... la <strong>mûre</strong>, <strong>rhubarbe</strong>, <strong>figue</strong> ou <strong>vanille</strong> assouviront vos péchés de gourmandises !</p>";"Recharges de diffuseur gourmandes";"recharge diffuseur,diffuseur de parfum,parfum gourmand,parfum d'intérieur,parfum d'ambiance";"Nos recharges pour diffuseurs de parfum, comblent vos addictions. Au cœur du goût... la mûre, rhubarbe, figue ou vanille assouviront vos péchés de gourmandises !";"recharges-gourmandes"
"87";"1";"Recharges poudrées";"62";"0";"<p>Laissez diffuser ces douces notes aux <strong>accents d'alcôve</strong>… Leurs <strong>ambiances veloutées</strong> sont la véritable signature de votre intérieur… Mimosa solaire, iris-violette, poudre de riz… Pour cette nostalgie revisitée, pensez aux <strong>recharges de parfum d'ambiance poudrées</strong>…</p>";"Recharges de diffuseur poudrées";"recharge parfum,diffuseur de parfum,parfum poudré,parfum d'ambiance,parfum d'intérieur";" Leurs ambiances veloutées sont la véritable signature de votre intérieur. Pour cette nostalgie revisitée, pensez aux recharges de parfum d'ambiance poudrées.";"recharges-poudrees"
"88";"1";"Bougies poudrées";"41";"0";"<p>Focus sur cette « facette olfactive », présente le plus souvent dans les familles florales, ou chypre… Des <strong>parfums d'alcôves</strong> que <strong>Bougies la Française</strong> affectionnent tout particulièrement... La douceur surannée d'un trait d'absolue d'iris, l'éclat solaire de la note mimosa... Une douce romance qui laissera un <strong>sillage voluptueux</strong> dans votre intérieur.</p>";"Bougies poudrées - Bougies la Française ";"bougie parfumée,bougie poudrée,bougie senteur";"Toutes les bougies parfumées poudrées de Bougie la Française : mimosa, rose, poudre de riz, violette, coton...";"bougies-poudrees"
"89";"1";"Cloche parfumeur";"72";"0";"<p>La <strong>cloche du Parfumeur</strong> est un accessoire « Haute-couture » développé dans l'esprit de la <strong>parfumerie fine</strong>... Offrez un <strong>véritable écrin</strong> protecteur à vos bougies, et capturez leurs fragrances pour ralentir leurs évaporations !</p>";"Cloche du parfumeur verre";"accessoire bougie,cloche parfumeur,cloche en verre";"La cloche du Parfumeur est un accessoire « Haute-couture » développé dans l'esprit de la parfumerie fine... Qui offrira un véritable écrin à vos bougies.";"cloche-parfumeur"
"91";"1";"Divers";"8";"0";;;;;"accessoires-divers"
"92";"0";"Accessoires Point à la Ligne";"8";"0";;;;;"accessoires-point-a-la-ligne"
"104";"1";"Bougies Art et Matière";"37";"0";"<p><strong>Chandelles et bouts de ficelle</strong>, allumez la mèche de nos <strong>bougies décoratives pelotes et bobines</strong>, et faites dansez les flammes de la <strong>nostalgie Vintage</strong>… Une douce odeur de « <strong>savon de Marseille</strong> » envahit la maison, l’odeur du propre est un vrai réconfort… Ces <strong>bougies retro</strong> ne tromperont que votre œil, mais assurément pas votre nez !!!</p>";"Bougies Art et Matière. Bougies parfumées et bougies décoratives authentiques";"bougie traditionnelle,bougie artisanale,bougie originale,bougie déco";"Allumez la mèche de nos bougies en forme de pelotes et savon. Ces bougies retro ne tromperont que votre œil, mais assurément pas votre nez ! ";"bougies-art-et-matiere"
"105";"0";"Toute la collection";"9";"0";;;;;"toute-la-collection"
"106";"1";"Mixed Indigo";"78";"0";"<p><strong>Mixed Indigo</strong><span>... Une collection de </span><strong>bougies parfumées et décoratives</strong><span> dédiée à une couleur, un hymne, un culte, une vénération... Plongez-vous dans cette profondeur, dans cette intensité </span><strong>bleue</strong><span> monochromatique, tout en jouant à provoquer les contrastes sur un </span><strong>blanc immaculé</strong><span>... La septième couleur du spectre solaire vous annonce un été caniculaire...</span></p>
<p><a href=""https://www.bougies-la-francaise.com/content/58-bougies-parfumees-et-decoratives-mixed-indigo"">Découvrez l'ambiance</a></p>";"Bougies parfumées et décoratives Indigo";;"Une collection de bougies parfumées et décoratives dédiée à une couleur. Des bougies bleu indigo pour assouvir vos envies d’évasion.";"mixed-indigo"
"107";"1";"Bougies parfumées";"106";"0";"<p><strong>Mixed Indigo</strong><span>... Une teinte pour assouvrir des envies d'évasions, ici ou ailleurs... Le graphisme de nos </span><strong>bougies parfumées</strong><span> vous installent sur un balcon avec vue sur la mer à Santorin... Envie de ces bleus des bords de côtes, bleus teintés à l'encre de mer, bleu des abysses...  Les senteurs de nos </span><strong>bougies parfumées</strong><span> se font multiples pour vous offrir de belles échappées olfactives...</span></p>
<p><a href=""https://www.bougies-la-francaise.com/content/57-bougies-parfumees-mixed-indigo"">Découvrez l'ambiance</a></p>";"Bougies parfumées Indigo";;"Nos bougies parfumées se parent de bleu pour une décoration aux couleurs des Cyclades. Les senteurs sont multiples et vous promettent de belles échappées olfactives.";"bougies-parfumees"
"108";"1";"Bougies décoratives";"106";"0";"<p><strong>Mixed Indigo</strong><span>... Une teinte pour assouvir des envies d'évasion, de belles échappées, ici ou ailleurs... Les </span><strong>bougies décoratives</strong><span> se parent de décors aux </span><strong>influences japonaises</strong><span> ou </span><strong>indiennes</strong><span>, entre reliefs de mandalas, et parrures nippones en céramiques trompe l'oeil... Les graphismes de nos </span><strong>bougies décoratives bleues</strong><span> se font pluriels pour conjuguer vos envies...</span></p>
<p><a href=""/content/56-bougies-decoratives-mixed-indigo"">Découvrir l'ambiance</a></p>";"Bougies décoratives Mixed Indigo";;"Les bougies décoratives se parent de décors aux influences japonaises ou indiennes. Les graphismes se font pluriels pour assouvir vos envies d’évasion.";"bougies-decoratives"
